Var1,Var2
2017-10-16,"16:53:16.529,0.29233822,1.6327631,-0.1100679,0.46049836,4.2482742E-4,0.63827795,-0.28890616,0.17487286,1.1013641,0.6204217,-0.084754035,0.9562521,0.3019133,0.36274087,-0.4858686,0.22345628,0.015525696,-0.20862384,-0.8180398,-0.092659615,896.1172,871.13556,845.7509,947.28937,1123.37,-0.08685302734375,0.10528564453125,0.98016357421875,0.112152099609375,2.4224853515625,2.594451904296875,1,1.0,1.0,1.0,1.0,83.30"
2017-10-16,"16:53:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:17.036,0.7207026,1.6344008,0.21280468,0.83496886,0.1187002,0.5161346,0.024383178,0.2292747,0.9829122,0.62603015,0.061575007,0.70032144,0.25627282,0.33571395,-0.32169005,0.2680731,0.039180238,-0.2016353,-0.7218552,0.026186766,871.53845,817.1429,853.8095,819.15753,822.381,-0.08526611328125,0.1087646484375,0.983154296875,0.351409912109375,2.6019287109375,2.1234130859375,1,1.0,1.0,1.0,1.0,83.30"
2017-10-16,"16:53:17.554,1.4749362,1.6297135,0.3254473,1.5375162,0.44267157,0.71618205,0.012895388,0.47092798,0.9063071,0.72788966,0.061575007,0.7932118,0.24718922,0.40319768,-0.09414062,0.33879408,-2.9721818E-4,0.0854112,-0.22722769,0.1276432,906.5934,858.24176,849.3773,957.3626,1118.5348,-0.087890625,0.1026611328125,0.9769287109375,-0.127105712890625,2.79632568359375,2.310333251953125,1,1.0,1.0,1.0,1.0,83.30"
2017-10-16,"16:53:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:18.064,1.5533631,1.4309983,0.27606496,1.6145103,0.48816222,0.7590276,-0.018952232,0.46900353,0.88675207,0.7147068,0.07056301,0.8554396,0.26936206,0.44823995,-0.04017157,0.37098667,0.044451848,0.18891591,-0.08354185,0.2111912,791.75824,779.67035,847.76556,709.15753,556.4469,-0.085205078125,0.1102294921875,0.98236083984375,0.530853271484375,2.88604736328125,2.51220703125,1,1.0,1.0,1.0,1.0,83.30"
2017-10-16,"16:53:18.583,1.5094602,1.7459518,0.066531144,1.5695279,0.36887908,0.9674821,-0.2893406,0.36630988,0.88455546,0.7860934,-0.23297165,0.80035436,0.26171404,0.51775205,-0.08263252,0.27286866,-0.03757091,0.23295224,-0.017732738,0.14174783,782.0879,867.50916,847.76556,685.38464,661.2088,-0.08050537109375,0.10809326171875,0.98284912109375,0.575714111328125,2.908477783203125,3.102874755859375,1,1.0,1.0,1.0,1.0,83.30"
2017-10-16,"16:53:19.096,0.75214255,2.074474,-0.16196464,0.83442914,-0.1470628,1.0745145,-0.33859092,0.06148334,0.734788,1.1773156,-0.3106437,0.7471129,0.22121029,0.5853582,-0.26386526,0.096320584,-0.01779087,4.3409885E-4,-0.25947383,-0.0014919182,800.6227,848.97437,853.4066,709.5604,549.19415,-0.081787109375,0.10809326171875,0.9796142578125,0.657958984375,2.669219970703125,2.1234130859375,1,1.0,1.0,1.0,1.0,83.30"
2017-10-16,"16:53:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:19.599,0.50612956,2.1428037,0.27709928,0.27847156,-0.00980177,1.1022769,-0.28740054,0.09874771,0.9933742,1.183741,-0.19885284,0.844931,0.1880015,0.59084827,-0.2911685,0.08425881,-0.05923654,-0.107273355,-0.3675462,-0.084117815,905.78754,888.0586,843.3333,981.53845,1160.0366,-0.07861328125,0.111328125,0.982666015625,0.336456298828125,2.355194091796875,2.10845947265625,1,1.0,1.0,1.0,1.0,83.30"
2017-10-16,"16:53:20.107,0.54533374,2.074495,0.5196761,0.34638554,0.1843303,1.0445111,-0.23428467,0.13571364,1.146182,1.1944484,-0.20817849,1.0132021,0.21030213,0.5525786,-0.32170576,0.23271829,-0.103349514,-0.17041494,-0.5459607,-0.06479249,918.2784,870.32965,840.9158,976.30035,1013.36993,-0.07769775390625,0.1082763671875,0.98223876953125,0.261688232421875,3.27484130859375,2.489776611328125,1,1.0,1.0,1.0,1.0,83.30"
2017-10-16,"16:53:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
